kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_eccen,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_parm_prov,koi_model_snr,koi_count,koi_tce_plnt_num,koi_tce_delivname,koi_trans_mod,koi_model_chisq,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec
1995712,K07626.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,q1_q17_dr25_sup_koi,INDIV_TRANS_SKYE---CENT_FEW_DIFFS,462.120690000,0,0.0020,10.42000,6.337E+02,0.023097,3.69085,LS+MCMC,2.46,1.1265,90.00,249.0,0.91,346.700000,q1_q17_dr25_koi,9.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6079.00,4.411,-0.5000,0.9740,0.8920,,q1_q17_dr25_stellar,286.210480,37.465591
1995732,K03351.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE,77.362414760,0,0.9950,12.13170,9.6586E+04,0.482947,0.48680,LS+MCMC,41.66,0.3362,88.94,362.0,4.08,53.602000,q1_q17_dr25_koi,1246.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5359.00,4.570,-0.1200,0.7900,0.8480,,q1_q17_dr25_stellar,286.216000,37.425240
1996180,K02534.01,Kepler-1271 b,CONFIRMED,Done,CANDIDATE,0.9990,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.025584940,0,0.8390,3.00080,1.283E+02,0.011717,0.18203,LS+MCMC,1.62,0.0418,79.13,1484.0,1148.47,4.450000,q1_q17_dr25_koi,23.80,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6123.00,4.263,-0.0600,1.2630,1.0660,,q1_q17_dr25_stellar,286.344300,37.411968
1996180,K02534.02,,CANDIDATE,Done,CANDIDATE,0.9220,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.422042570,0,0.9400,2.95200,7.91E+01,0.010112,0.09508,LS+MCMC,1.39,0.0617,79.76,1222.0,527.11,5.290000,q1_q17_dr25_koi,10.70,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6123.00,4.263,-0.0600,1.2630,1.0660,,q1_q17_dr25_stellar,286.344300,37.411968
1996399,K01026.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,0,0,0,0,q1_q17_dr25_sup_koi,,94.106281630,,,17.21000,,,,none,,,,,,,q1_q16_koi,,1,,,,,,,,,,,,286.408330,37.426762
1996679,K00147.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,145.562492600,0,1.2740,5.41260,2.9316E+03,0.335735,0.49639,LS+MCMC,40.15,0.5364,89.11,387.0,5.33,82.200000,q1_q17_dr25_koi,58.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6148.00,4.346,-0.3000,1.0950,0.9690,,q1_q17_dr25_stellar,286.490720,37.489979
2010152,K08084.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0580,1,0,0,0,q1_q17_dr25_sup_koi,ALL_TRANS_CHASES---INCONSISTENT_TRANS,317.745270000,0,0.7870,17.54000,2.066E+02,0.014451,0.13063,LS+MCMC,2.10,0.8391,89.49,336.0,3.03,88.700000,q1_q17_dr25_koi,13.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6050.00,4.080,-0.9400,1.3330,0.7790,,q1_q17_dr25_stellar,290.378810,37.481419
2010191,K03999.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,0,q1_q17_dr25_sup_koi,SWEET_NTL---CENT_UNRESOLVED_OFFSET,3.435251240,0,1.1210,4.50900,1.522E+02,0.133675,0.00541,LS+MCMC,25.43,0.0466,41.65,1579.0,1468.73,1.500000,q1_q17_dr25_koi,6.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5854.00,4.014,0.1200,1.7420,1.1430,,q1_q17_dr25_stellar,290.387210,37.478180
2010607,K04929.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---DEEP_V_SHAPED---CENT_SATURATED,18.622214000,0,0.7920,4.42000,5.832E+03,0.077196,0.70849,LS+MCMC,20.83,0.1542,88.07,1101.0,347.32,23.500000,q1_q17_dr25_koi,20.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6235.00,3.801,0.0200,2.4710,1.4070,,q1_q17_dr25_stellar,290.505650,37.459011
2012722,K06257.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,q1_q17_dr25_sup_koi,SWEET_NTL---LPP_DV---CENT_FEW_DIFFS,2.325399680,0,1.0040,16.79100,2.881E+02,0.032816,0.00402,LS+MCMC,9.76,0.0421,16.63,2501.0,9234.82,1.047000,q1_q17_dr25_koi,79.90,1,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,7046.00,3.831,0.1000,2.7240,1.8340,,q1_q17_dr25_stellar,291.011470,37.433640
2013883,K06258.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_SATURATED---HALO_GHOST,0.764597756,0,0.3450,1.11900,1.66E+01,0.003797,3.95972,LS+MCMC,0.72,0.0177,86.02,2708.0,12721.72,4.965000,q1_q17_dr25_koi,12.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6218.00,4.066,0.1000,1.7260,1.2630,,q1_q17_dr25_stellar,291.283200,37.419601
2014991,K02178.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,6.496768810,0,0.6430,2.52700,1.35E+02,0.011218,1.61822,LS+MCMC,3.74,0.0788,87.60,1761.0,2273.36,15.340000,q1_q17_dr25_koi,10.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6418.00,3.658,-0.1400,3.0490,1.5410,,q1_q17_dr25_stellar,291.549350,37.403580
2015013,K04930.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,0,0,1,0,q1_q17_dr25_sup_koi,CLEAR_APO,27.892334500,0,0.0465,2.20400,1.396E+02,0.010796,22.62481,MCMC,2.10,0.1833,89.95,807.0,100.41,97.600000,q1_q17_dr24_koi,9.00,1,1,q1_q17_dr24_tce,Mandel and Agol (2002 ApJ 580 171),,5873.00,3.960,-0.1800,1.7800,1.0550,,stellar_q1_q16,291.555480,37.445160
2019076,K03585.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED,3.564614021,0,0.9890,3.44204,9.4342E+04,0.472251,0.98216,LS+MCMC,46.00,0.0427,83.47,1187.0,470.37,8.705000,q1_q17_dr25_koi,728.80,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5891.00,4.450,-0.5600,0.8920,0.8180,,q1_q17_dr25_stellar,292.462490,37.442619
2019199,K04931.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,579.815210000,0,0.8425,5.43000,6.07E+02,0.025631,6.10033,MCMC,2.71,1.3446,89.95,218.0,0.53,477.000000,q1_q16_koi,7.90,1,1,q1_q16_tce,Mandel and Agol (2002 ApJ 580 171),,5822.00,4.449,-0.0800,0.9690,0.9620,,stellar_q1_q16,292.486210,37.404339
2019477,K06093.02,,CANDIDATE,Done,CANDIDATE,0.4790,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,27.249752100,0,0.1940,11.60900,1.02E+02,0.009088,0.14288,LS+MCMC,4.49,0.2193,89.37,1090.0,333.56,17.770000,q1_q17_dr25_koi,14.60,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5440.00,3.404,0.3000,4.5240,1.8940,,q1_q17_dr25_stellar,292.551940,37.421211
2019477,K06093.01,,CANDIDATE,Done,CANDIDATE,0.2830,0,0,0,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,20.573611300,0,0.0320,11.22200,7.6E+01,0.007808,0.12580,LS+MCMC,3.86,0.1819,89.87,1197.0,484.82,14.120000,q1_q17_dr25_koi,12.30,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5440.00,3.404,0.3000,4.5240,1.8940,,q1_q17_dr25_stellar,292.551940,37.421211
2021440,K01987.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---DEEP_V_SHAPED---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST,7.811539990,0,1.2710,5.98400,9.128E+02,0.303875,0.00990,LS+MCMC,23.56,0.0710,66.38,718.0,62.96,3.170000,q1_q17_dr25_koi,41.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5150.00,4.628,-0.2800,0.7100,0.7920,,q1_q17_dr25_stellar,292.968440,37.488689
2140389,K07627.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---HALO_GHOST,0.967427812,0,1.2480,5.88830,9.1278E+03,0.374634,0.06624,LS+MCMC,29.01,0.0176,32.82,1419.0,956.61,1.485000,q1_q17_dr25_koi,323.40,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5066.00,4.625,-0.2400,0.7090,0.7840,,q1_q17_dr25_stellar,285.916410,37.594280
2141783,K02201.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED,116.521431700,0,1.2600,5.57700,7.715E+02,0.288236,0.10988,LS+MCMC,44.41,0.4817,88.32,457.0,10.33,42.900000,q1_q17_dr25_koi,25.00,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6056.00,4.179,0.0000,1.4110,1.0960,,q1_q17_dr25_stellar,286.370000,37.552521
2142501,K03233.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,113.070757400,,,9.03000,,,,none,,,,,,,q1_q16_koi,,1,,,,,,,,,,,,286.619020,37.504044
2142522,K02403.01,Kepler-1224 b,CONFIRMED,Done,CANDIDATE,0.7570,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.323540780,0,0.2250,3.87300,1.166E+02,0.009905,1.84695,LS+MCMC,1.32,0.1165,89.50,872.0,136.61,25.880000,q1_q17_dr25_koi,16.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6113.00,4.341,0.2200,1.2180,1.1940,,q1_q17_dr25_stellar,286.625760,37.537300
2157247,K00997.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,0,0,0,0,q1_q17_dr25_sup_koi,,5.686287390,0,0.8548,17.57300,5.5597E+03,0.043076,0.00310,MCMC,4.50,0.0607,60.73,1059.0,297.81,1.743400,q1_q16_koi,414.40,1,,,Mandel and Agol (2002 ApJ 580 171),,6052.00,4.442,-0.4000,0.9560,0.9230,,stellar_q1_q16,290.778630,37.564079
2158460,K04932.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,19.127883740,,,2.00000,,,,none,,,,,,,q1_q16_koi,,1,1,q1_q16_tce,,,,,,,,,,291.064180,37.535751
2161536,K02130.01,Kepler-1798 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.855925930,0,0.0380,2.30900,8.715E+02,0.026549,12.46941,LS+MCMC,1.70,0.1082,89.96,408.0,6.52,57.210000,q1_q17_dr25_koi,19.50,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,3967.00,4.674,0.0600,0.5870,0.5930,,q1_q17_dr25_stellar,291.726200,37.528900
2161623,K06094.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_SEC_ALT---DEPTH_ODDEVEN_DV---MOD_ODDEVEN_ALT---HAS_SEC_TCE---SEASONAL_DEPTH_DV---CENT_NOFITS,2.283466438,0,0.4570,7.79990,8.6426E+05,1.165546,0.43124,LS+MCMC,218.79,0.0373,84.66,2014.0,3883.24,4.916800,q1_q17_dr25_koi,1103.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6723.00,4.089,-0.2400,1.7190,1.3270,,q1_q17_dr25_stellar,291.744450,37.591019
2161949,K06259.01,,CANDIDATE,Done,CANDIDATE,0.8130,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,4.781139420,0,0.1180,2.73300,1.058E+02,0.009326,1.99568,LS+MCMC,1.14,0.0548,89.49,1130.0,386.46,13.410000,q1_q17_dr25_koi,9.60,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5683.00,4.326,0.0800,1.1150,0.9590,,q1_q17_dr25_stellar,291.812900,37.555870
2161949,K06259.02,,CANDIDATE,Done,CANDIDATE,0.9670,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,7.188640640,0,0.4240,2.36400,1.335E+02,0.010693,3.55182,LS+MCMC,1.30,0.0720,88.86,987.0,223.87,21.330000,q1_q17_dr25_koi,9.30,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5683.00,4.326,0.0800,1.1150,0.9590,,q1_q17_dr25_stellar,291.812900,37.555870
2162635,K01032.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,1500.140677200,0,0.9131,25.72700,4.1299E+03,0.073590,0.13376,MCMC,18.35,2.6340,89.95,206.0,0.42,251.500000,q1_q16_koi,83.30,1,,,Mandel and Agol (2002 ApJ 580 171),,5009.00,3.755,0.0700,2.2830,1.0830,,stellar_q1_q16,291.977540,37.532551
2162994,K06260.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_DV---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_ALT---CENT_NOFITS,4.101595158,0,0.3940,6.10362,3.6658E+05,0.578886,0.55617,LS+MCMC,51.08,0.0468,87.14,1028.0,264.23,7.908340,q1_q17_dr25_koi,3809.80,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5610.00,4.533,-0.3800,0.8080,0.8130,,q1_q17_dr25_stellar,292.058010,37.592049
2163226,K04933.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,452.100930000,0,0.1063,12.69000,4.64E+02,0.019881,1.94667,MCMC,2.08,1.1350,89.95,254.0,0.99,276.000000,q1_q16_koi,6.20,1,1,q1_q16_tce,Mandel and Agol (2002 ApJ 580 171),,6276.00,4.456,-0.5200,0.9560,0.9530,,stellar_q1_q16,292.102450,37.566910
2164169,K01029.01,Kepler-1732 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,32.312286700,0,0.9340,6.56900,6.778E+02,0.029670,0.07872,LS+MCMC,4.84,0.2015,86.72,699.0,56.49,16.320000,q1_q17_dr25_koi,33.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5821.00,4.108,0.0400,1.4940,1.0430,,q1_q17_dr25_stellar,292.290990,37.580799
2165002,K00999.01,Kepler-263 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,16.568068420,0,0.1640,4.26470,1.3314E+03,0.032537,1.90961,LS+MCMC,2.54,0.1155,89.69,548.0,21.27,30.260000,q1_q17_dr25_koi,41.90,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4987.00,4.602,-0.1800,0.7160,0.7490,,q1_q17_dr25_stellar,292.469760,37.567791
2165002,K00999.02,Kepler-263 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,47.332929900,0,0.4300,2.70800,9.315E+02,0.027927,16.34623,LS+MCMC,2.18,0.2326,89.80,386.0,5.25,124.600000,q1_q17_dr25_koi,14.00,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4987.00,4.602,-0.1800,0.7160,0.7490,,q1_q17_dr25_stellar,292.469760,37.567791
2165352,K04934.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,1,0,q1_q17_dr25_sup_koi,MOD_NONUNIQ_ALT---CENT_RESOLVED_OFFSET---HALO_GHOST,0.790606900,0,1.1980,3.39960,6.892E+02,0.228534,0.06679,LS+MCMC,17.97,0.0155,23.05,1503.0,1201.17,1.302000,q1_q17_dr25_koi,133.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4994.00,4.620,-0.1000,0.7200,0.8030,,q1_q17_dr25_stellar,292.543150,37.555759
2166200,K03735.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEEP_V_SHAPED---SEASONAL_DEPTH_DV---SEASONAL_DEPTH_ALT---CENT_KIC_POS,8.096939227,0,0.7860,2.88330,1.4289E+05,0.442225,5.05108,LS+MCMC,68.48,0.0835,88.27,1194.0,481.48,25.970000,q1_q17_dr25_koi,177.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6572.00,4.208,-0.2800,1.4180,1.1900,,q1_q17_dr25_stellar,292.733700,37.559311
2166206,K01028.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,8.096957640,0,1.1650,3.31900,2.835E+02,0.182422,0.01755,LS+MCMC,34.00,0.0821,72.77,1197.0,484.58,3.930000,q1_q17_dr25_koi,35.40,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5949.00,4.024,0.0200,1.7070,1.1220,,q1_q17_dr25_stellar,292.736270,37.560341
2167444,K06261.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,q1_q17_dr25_sup_koi,SWEET_NTL---LPP_DV,2.435740460,0,0.9970,22.25000,6.223E+03,0.126616,0.00430,LS+MCMC,24.62,0.0411,25.56,2102.0,4614.94,1.105000,q1_q17_dr25_koi,74.60,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,7239.00,4.129,0.0200,1.7810,1.5580,,q1_q17_dr25_stellar,292.999910,37.580139
2167890,K03670.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,PLANET_IN_STAR---MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,2.648300470,0,0.8730,2.63950,1.2668E+04,0.124892,0.45328,LS+MCMC,126.54,0.0457,80.89,3042.0,20225.84,5.520000,q1_q17_dr25_koi,79.80,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,4839.00,2.761,-0.0400,9.2780,1.8080,,q1_q17_dr25_stellar,293.093630,37.514511
2283362,K06262.01,,CANDIDATE,Done,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,SIG_SEC_IN_DV_MODEL_SHIFT---SIG_SEC_IN_ALT_MODEL_SHIFT---ALT_SEC_SAME_DEPTH_AS_PRI_COULD_BE_TWICE_TRUE_PERIOD---OTHER_TCE_AT_SAME_PERIOD_DIFF_EPOCH,0.673141323,0,0.1065,0.92100,2.295E+02,0.013791,7.57052,MCMC,1.29,0.0148,88.81,1834.0,2675.15,5.660000,q1_q17_dr24_koi,10.50,1,1,q1_q17_dr24_tce,Mandel and Agol (2002 ApJ 580 171),,5461.00,4.552,0.1400,0.8580,0.9570,,stellar_q1_q17,286.110750,37.611851
2284957,K08085.01,,CANDIDATE,Done,CANDIDATE,0.4160,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,419.261500000,0,0.5000,21.53000,2.878E+02,0.015970,0.24512,LS+MCMC,1.70,1.0308,89.78,256.0,1.02,131.600000,q1_q17_dr25_koi,10.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5979.00,4.379,-0.5800,0.9750,0.8300,,q1_q17_dr25_stellar,286.619170,37.626240
2299738,K07628.01,,CANDIDATE,Done,CANDIDATE,0.9010,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.813437800,0,0.4180,7.77600,9.74E+01,0.009047,0.03218,LS+MCMC,0.69,0.0264,76.37,1158.0,423.67,1.775000,q1_q17_dr25_koi,19.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5094.00,4.618,-0.3200,0.7000,0.7430,,q1_q17_dr25_stellar,290.717250,37.649010
2301068,K06263.01,,CANDIDATE,Done,CANDIDATE,0.9940,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.609653520,0,0.2130,2.21800,6.32E+01,0.007199,6.35277,LS+MCMC,3.33,0.1006,89.58,1550.0,1365.41,29.200000,q1_q17_dr25_koi,9.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5418.00,3.447,0.0600,4.2330,1.8300,,q1_q17_dr25_stellar,291.027190,37.613911
2302548,K00988.01,Kepler-261 b,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,10.381224470,0,0.3190,2.71500,8.015E+02,0.025572,4.05514,LS+MCMC,2.18,0.0871,89.36,672.0,48.37,28.480000,q1_q17_dr25_koi,41.90,2,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5095.00,4.566,0.0200,0.7800,0.8160,,q1_q17_dr25_stellar,291.364780,37.609169
2302548,K00988.02,Kepler-261 c,CONFIRMED,Done,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,24.570902300,0,0.9450,3.58700,7.642E+02,0.033128,0.32657,LS+MCMC,2.82,0.1547,87.52,505.0,15.33,21.800000,q1_q17_dr25_koi,26.30,2,2,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5095.00,4.566,0.0200,0.7800,0.8160,,q1_q17_dr25_stellar,291.364780,37.609169
2302758,K07629.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---CENT_RESOLVED_OFFSET,0.542122617,0,0.1080,1.28300,8.83E+01,0.008585,2.29284,LS+MCMC,0.94,0.0134,88.11,2238.0,5914.13,3.290300,q1_q17_dr25_koi,16.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5875.00,4.476,0.1800,0.9980,1.0880,,q1_q17_dr25_stellar,291.402890,37.676689
2302997,K07630.01,,CANDIDATE,Done,CANDIDATE,0.9570,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.298220100,0,0.6980,2.55800,1.99E+02,0.013741,3.26930,LS+MCMC,0.78,0.1025,88.88,388.0,5.38,35.800000,q1_q17_dr25_koi,7.90,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,3905.00,4.736,-0.2000,0.5210,0.5380,,q1_q17_dr25_stellar,291.454900,37.677120
2303903,K04709.01,,CANDIDATE,Done,CANDIDATE,0.8000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_FEW_DIFFS,3.708585950,0,0.1150,1.94000,3.054E+02,0.015797,4.41258,LS+MCMC,1.33,0.0445,89.55,995.0,231.84,14.750000,q1_q17_dr25_koi,11.30,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5420.00,4.596,-0.2000,0.7710,0.8640,,q1_q17_dr25_stellar,291.642940,37.632408
2304320,K02033.01,Kepler-1064 b,CONFIRMED,Done,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.540813860,0,0.6880,2.59960,3.7E+02,0.018716,3.36721,LS+MCMC,1.57,0.1183,88.92,570.0,24.87,36.500000,q1_q17_dr25_koi,32.80,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5064.00,4.572,0.0000,0.7690,0.8060,,q1_q17_dr25_stellar,291.741640,37.688938
2305255,K04935.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,0,q1_q17_dr25_sup_koi,LPP_DV,24.571486700,0,0.9780,29.96000,5.064E+02,0.029134,0.00035,LS+MCMC,3.04,0.1636,64.05,637.0,39.00,2.240000,q1_q17_dr25_koi,31.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5977.00,4.462,-0.2200,0.9560,0.9670,,q1_q17_dr25_stellar,291.964510,37.608780
2305311,K04434.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,1,q1_q17_dr25_sup_koi,LPP_DV_TOO_HIGH---EYEBALL---TOO_FEW_QUARTERS---PARENT_IS_002305372-pri,1.404674486,0,0.8171,5.05600,1.555E+02,0.012880,0.03579,MCMC,0.86,0.0208,58.44,1126.0,379.50,1.551000,q1_q17_dr24_koi,20.70,1,1,q1_q17_dr24_tce,Mandel and Agol (2002 ApJ 580 171),,4716.00,4.650,-0.6400,0.6090,0.6030,,stellar_q1_q16,291.976290,37.668652
2305372,K06264.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_SEC_ALT---HAS_SEC_TCE---CENT_NOFITS,1.404691820,0,0.5970,6.26327,7.0244E+05,1.067906,0.46311,LS+MCMC,217.25,0.0275,80.56,2263.0,6187.57,3.641900,q1_q17_dr25_koi,2651.10,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,6230.00,4.043,0.2200,1.8630,1.3960,,q1_q17_dr25_stellar,291.990330,37.672749
2305543,K04936.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---DEEP_V_SHAPED---CENT_NOFITS,0.681137796,0,0.9680,2.72870,1.0519E+05,0.484918,0.59875,LS+MCMC,45.75,0.0141,66.72,2025.0,3995.23,2.449000,q1_q17_dr25_koi,432.50,1,1,q1_q17_dr25_tce,Mandel and Agol (2002 ApJ 580 171),,5872.00,4.474,-0.5800,0.8640,0.8110,,q1_q17_dr25_stellar,292.026860,37.600651
